10;97;80;;;;;;;
20;97;15;;;;;;;
30;97;99;;250;1050;-9999.0;-9999.0;;
40;0;;Z;;24.00;;;;
50;0;;Y;;16.50;;;;
60;97;10;;0.00;;;;;
70;28;;XY;;;;;;
180;97;6;;1;3;4;11000;;
190;0;;Z;;24.00;;;;
200;0;;Y;;16.50;;;;
210;97;10;;0.0;;;;;
220;97;4;;1;11000;;;;
230;0;;XYZ;;259.5;-105.0;-84.58;;
240;0;;Z;;-196.29;;;;
250;97;7;;2;;;;;
260;97;11;;;;;;;
270;1;;Z;200;-188.29;;;;
280;28;;XY;;;;;;
290;2;;XY;800;259.5;-107.0;259.5;-106.0;
300;2;;XY;800;259.5;-105.0;259.5;-106.0;
310;97;9;;;;;;;
320;0;;Z;;-84.58;;;;
330;0;;XYZ;;259.5;-105.0;-84.58;;
340;0;;Z;;-184.29;;;;
350;97;7;;2;;;;;
360;97;11;;;;;;;
370;1;;Z;200;-178.5;;;;
380;97;9;;;;;;;
390;0;;Z;;24.00;;;;
400;97;5;;;;;;;
410;97;50;;;;;;;
420;97;80;;;;;;;
430;97;15;;;;;;;
440;97;6;;1;3;4;11000;;
450;0;;Z;;24.00;;;;
460;0;;Y;;16.50;;;;
470;97;10;;0.0;;;;;
480;97;4;;1;11000;;;;
490;0;;XYZ;;709.5;-105.0;-84.58;;
500;0;;Z;;-196.29;;;;
510;97;7;;2;;;;;
520;97;11;;;;;;;
530;1;;Z;200;-188.29;;;;
540;28;;XY;;;;;;
550;2;;XY;800;709.5;-107.0;709.5;-106.0;
560;2;;XY;800;709.5;-105.0;709.5;-106.0;
570;97;9;;;;;;;
580;0;;Z;;-84.58;;;;
590;0;;XYZ;;709.5;-105.0;-84.58;;
600;0;;Z;;-184.29;;;;
610;97;7;;2;;;;;
620;97;11;;;;;;;
630;1;;Z;200;-178.5;;;;
640;97;9;;;;;;;
650;0;;Z;;24.00;;;;
660;97;5;;;;;;;
670;97;50;;;;;;;
680;97;80;;;;;;;
690;97;15;;;;;;;
700;97;6;;1;3;4;11000;;
710;0;;Z;;24.00;;;;
720;0;;Y;;16.50;;;;
730;97;10;;0.0;;;;;
740;97;4;;1;11000;;;;
750;0;;XYZ;;1159.5;-105.0;-84.58;;
760;0;;Z;;-196.29;;;;
770;97;7;;2;;;;;
780;97;11;;;;;;;
790;1;;Z;200;-188.29;;;;
800;28;;XY;;;;;;
810;2;;XY;800;1159.5;-107.0;1159.5;-106.0;
820;2;;XY;800;1159.5;-105.0;1159.5;-106.0;
830;97;9;;;;;;;
840;0;;Z;;-84.58;;;;
850;0;;XYZ;;1159.5;-105.0;-84.58;;
860;0;;Z;;-184.29;;;;
870;97;7;;2;;;;;
880;97;11;;;;;;;
890;1;;Z;200;-178.5;;;;
900;97;9;;;;;;;
910;0;;Z;;24.00;;;;
920;97;5;;;;;;;
930;97;50;;;;;;;
940;97;80;;;;;;;
950;97;15;;;;;;;
960;97;6;;1;2;4;9000;;
970;0;;Z;;24.00;;;;
980;0;;Y;;16.50;;;;
990;97;10;;0.0;;;;;
1000;97;4;;1;9000;;;;
1010;0;;Z;;24.00;;;;
1020;97;5;;;;;;;
1030;97;50;;;;;;;
1040;97;80;;;;;;;
1050;97;15;;;;;;;
1060;97;6;;1;2;4;9000;;
1070;0;;Z;;24.00;;;;
1080;0;;Y;;16.50;;;;
1090;97;10;;0.0;;;;;
1100;97;4;;1;9000;;;;
1110;0;;Z;;24.00;;;;
1120;97;5;;;;;;;
1130;97;50;;;;;;;
1140;97;80;;;;;;;
1150;97;15;;;;;;;
