10;97;80;;;;;;;
20;97;15;;;;;;;
30;97;99;;300;700;-9999.0;-9999.0;;
40;0;;Z;;24.00;;;;
50;0;;Y;;16.50;;;;
60;97;10;;0.00;;;;;
70;28;;XY;;;;;;
90;97;6;;1;3;4;11000;;
100;0;;Z;;24.00;;;;
110;0;;Y;;16.50;;;;
120;97;10;;0.0;;;;;
130;97;4;;1;11000;;;;
140;0;;XYZ;;259.5;-105.0;-84.58;;
150;0;;Z;;-196.29;;;;
160;97;7;;2;;;;;
170;97;11;;;;;;;
180;1;;Z;200;-188.29;;;;
190;28;;XY;;;;;;
200;2;;XY;800;259.5;-107.0;259.5;-106.0;
210;2;;XY;800;259.5;-105.0;259.5;-106.0;
220;97;9;;;;;;;
230;0;;Z;;-84.58;;;;
240;0;;XYZ;;259.5;-105.0;-84.58;;
250;0;;Z;;-184.29;;;;
260;97;7;;2;;;;;
270;97;11;;;;;;;
280;1;;Z;200;-178.5;;;;
290;97;9;;;;;;;
300;0;;Z;;24.00;;;;
310;97;5;;;;;;;
320;97;50;;;;;;;
330;97;80;;;;;;;
340;97;15;;;;;;;
350;97;6;;1;3;4;11000;;
360;0;;Z;;24.00;;;;
370;0;;Y;;16.50;;;;
380;97;10;;0.0;;;;;
390;97;4;;1;11000;;;;
400;0;;XYZ;;859.5;-105.0;-84.58;;
410;0;;Z;;-196.29;;;;
420;97;7;;2;;;;;
430;97;11;;;;;;;
440;1;;Z;200;-188.29;;;;
450;28;;XY;;;;;;
460;2;;XY;800;859.5;-107.0;859.5;-106.0;
470;2;;XY;800;859.5;-105.0;859.5;-106.0;
480;97;9;;;;;;;
490;0;;Z;;-84.58;;;;
500;0;;XYZ;;859.5;-105.0;-84.58;;
510;0;;Z;;-184.29;;;;
520;97;7;;2;;;;;
530;97;11;;;;;;;
540;1;;Z;200;-178.5;;;;
550;97;9;;;;;;;
560;0;;Z;;24.00;;;;
570;97;5;;;;;;;
580;97;50;;;;;;;
590;97;80;;;;;;;
600;97;15;;;;;;;
610;97;6;;1;3;4;11000;;
620;0;;Z;;24.00;;;;
630;0;;Y;;16.50;;;;
640;97;10;;0.0;;;;;
650;97;4;;1;11000;;;;
660;0;;Z;;24.00;;;;
670;0;;Y;;16.50;;;;
680;0;;Z;;24.00;;;;
690;0;;Y;;16.50;;;;
700;0;;Z;;24.00;;;;
710;0;;Y;;16.50;;;;
720;97;10;;-43;;;;;
730;0;;XYZ;;145.5;-205.42;-26.43;;
740;0;;Z;;-167.14;;;;
750;97;7;;2;;;;;
760;97;11;;;;;;;
770;1;;Z;200;-179.14;;;;
780;28;;XY;;;;;;
790;1;;XY;800;174.5;-205.42;;;
800;97;9;;;;;;;
810;0;;XYZ;;145.5;-205.42;-179.14;;
820;0;;Z;;-179.15;;;;
830;97;7;;2;;;;;
840;97;11;;;;;;;
850;1;;Z;200;-191.51;;;;
860;28;;XY;;;;;;
870;1;;XY;800;174.5;-205.42;;;
880;97;9;;;;;;;
890;0;;Z;;24.00;;;;
900;97;5;;;;;;;
910;97;50;;;;;;;
920;97;80;;;;;;;
930;97;15;;;;;;;
940;97;6;;1;3;4;11000;;
950;0;;Z;;24.00;;;;
960;0;;Y;;16.50;;;;
970;97;10;;0.0;;;;;
980;97;4;;1;11000;;;;
990;0;;Z;;24.00;;;;
1000;0;;Y;;16.50;;;;
1010;0;;Z;;24.00;;;;
1020;0;;Y;;16.50;;;;
1030;0;;Z;;24.00;;;;
1040;0;;Y;;16.50;;;;
1050;97;10;;-43;;;;;
1060;0;;XYZ;;545.0;-205.42;-26.43;;
1070;0;;Z;;-167.14;;;;
1080;97;7;;2;;;;;
1090;97;11;;;;;;;
1100;1;;Z;200;-179.14;;;;
1110;28;;XY;;;;;;
1120;1;;XY;800;574.0;-205.42;;;
1130;97;9;;;;;;;
1140;0;;XYZ;;545.0;-205.42;-179.14;;
1150;0;;Z;;-179.15;;;;
1160;97;7;;2;;;;;
1170;97;11;;;;;;;
1180;1;;Z;200;-191.51;;;;
1190;28;;XY;;;;;;
1200;1;;XY;800;574.0;-205.42;;;
1210;97;9;;;;;;;
1220;0;;Z;;24.00;;;;
1230;97;5;;;;;;;
1240;97;50;;;;;;;
1250;97;80;;;;;;;
1260;97;15;;;;;;;
1270;97;6;;1;3;4;11000;;
1280;0;;Z;;24.00;;;;
1290;0;;Y;;16.50;;;;
1300;97;10;;0.0;;;;;
1310;97;4;;1;11000;;;;
1320;0;;Z;;24.00;;;;
1330;0;;Y;;16.50;;;;
1340;0;;Z;;24.00;;;;
1350;0;;Y;;16.50;;;;
1360;0;;Z;;24.00;;;;
1370;0;;Y;;16.50;;;;
1380;97;10;;-43;;;;;
1390;0;;XYZ;;944.5;-205.42;-26.43;;
1400;0;;Z;;-167.14;;;;
1410;97;7;;2;;;;;
1420;97;11;;;;;;;
1430;1;;Z;200;-179.14;;;;
1440;28;;XY;;;;;;
1450;1;;XY;800;973.5;-205.42;;;
1460;97;9;;;;;;;
1470;0;;XYZ;;944.5;-205.42;-179.14;;
1480;0;;Z;;-179.15;;;;
1490;97;7;;2;;;;;
1500;97;11;;;;;;;
1510;1;;Z;200;-191.51;;;;
1520;28;;XY;;;;;;
1530;1;;XY;800;973.5;-205.42;;;
1540;97;9;;;;;;;
1550;0;;Z;;24.00;;;;
1560;97;5;;;;;;;
1570;97;50;;;;;;;
1580;97;80;;;;;;;
1590;97;15;;;;;;;
