10;97;80;;;;;;;
20;97;15;;;;;;;
30;97;99;;100;900;-9999.0;-9999.0;;
40;0;;Z;;24.00;;;;
50;0;;Y;;16.50;;;;
60;97;10;;0.00;;;;;
70;28;;XY;;;;;;
190;97;6;;1;3;4;11000;;
200;0;;Z;;24.00;;;;
210;0;;Y;;16.50;;;;
220;97;10;;0.0;;;;;
230;97;4;;1;11000;;;;
240;0;;XYZ;;259.5;-105.0;-84.58;;
250;0;;Z;;-196.29;;;;
260;97;7;;2;;;;;
270;97;11;;;;;;;
280;1;;Z;200;-188.29;;;;
290;28;;XY;;;;;;
300;2;;XY;800;259.5;-107.0;259.5;-106.0;
310;2;;XY;800;259.5;-105.0;259.5;-106.0;
320;97;9;;;;;;;
330;0;;Z;;-84.58;;;;
340;0;;XYZ;;259.5;-105.0;-84.58;;
350;0;;Z;;-184.29;;;;
360;97;7;;2;;;;;
370;97;11;;;;;;;
380;1;;Z;200;-178.5;;;;
390;97;9;;;;;;;
400;0;;Z;;24.00;;;;
410;97;5;;;;;;;
420;97;50;;;;;;;
430;97;80;;;;;;;
440;97;15;;;;;;;
450;97;6;;1;3;4;11000;;
460;0;;Z;;24.00;;;;
470;0;;Y;;16.50;;;;
480;97;10;;0.0;;;;;
490;97;4;;1;11000;;;;
500;0;;XYZ;;859.5;-105.0;-84.58;;
510;0;;Z;;-196.29;;;;
520;97;7;;2;;;;;
530;97;11;;;;;;;
540;1;;Z;200;-188.29;;;;
550;28;;XY;;;;;;
560;2;;XY;800;859.5;-107.0;859.5;-106.0;
570;2;;XY;800;859.5;-105.0;859.5;-106.0;
580;97;9;;;;;;;
590;0;;Z;;-84.58;;;;
600;0;;XYZ;;859.5;-105.0;-84.58;;
610;0;;Z;;-184.29;;;;
620;97;7;;2;;;;;
630;97;11;;;;;;;
640;1;;Z;200;-178.5;;;;
650;97;9;;;;;;;
660;0;;Z;;24.00;;;;
670;97;5;;;;;;;
680;97;50;;;;;;;
690;97;80;;;;;;;
700;97;15;;;;;;;
